itm_1164|Dummy first line
itm_orc_medarmor|兽 人 链 衫 
itm_orc_medarmor_pl|兽 人 链 衫 
itm_orc_medarmor2|兽 人 链 衫 
itm_orc_medarmor2_pl|兽 人 链 衫 
itm_orc_bigun_armour|兽 人 甲 
itm_orc_bigun_armour_pl|兽 人 甲 
itm_orc_bigun_armour2|兽 人 甲 
itm_orc_bigun_armour2_pl|兽 人 甲 
itm_orc_bigun_armour3|兽 人 甲 
itm_orc_bigun_armour3_pl|兽 人 甲 
itm_orc_bigun_armour4|兽 人 甲 
itm_orc_bigun_armour4_pl|兽 人 甲 
itm_orc_bigun_armour5|兽 人 甲
itm_orc_bigun_armour5_pl|兽 人 甲
itm_orc_bigun_armour6|兽 人 甲
itm_orc_bigun_armour6_pl|兽 人 甲
itm_orc_bigun_armour7|兽 人 甲
itm_orc_bigun_armour7_pl|兽 人 甲
itm_orc_bigun_armour8|兽 人 甲
itm_orc_bigun_armour8_pl|兽 人 甲
itm_orc_bigun_armour9|兽 人 甲
itm_orc_bigun_armour9_pl|兽 人 甲
itm_orc_bigun_armour10|兽 人 甲
itm_orc_bigun_armour10_pl|兽 人 甲
itm_orc_bigun_armour11|兽 人 甲
itm_orc_bigun_armour11_pl|兽 人 甲
itm_orc_bigun_armour12|兽 人 甲
itm_orc_bigun_armour12_pl|兽 人 甲
itm_orc_eavy_armour|兽 人 重 甲
itm_orc_eavy_armour_pl|兽 人 重 甲
itm_orc_eavy_armour2|兽 人 重 甲
itm_orc_eavy_armour2_pl|兽 人 重 甲
itm_orc_eavy_armour3|兽 人 重 甲
itm_orc_eavy_armour3_pl|兽 人 重 甲
itm_orc_eavy_armour4|兽 人 重 甲
itm_orc_eavy_armour4_pl|兽 人 重 甲
itm_orc_eavy_armour5|兽 人 重 甲
itm_orc_eavy_armour5_pl|兽 人 重 甲
itm_orc_eavy_armour6|兽 人 重 甲
itm_orc_eavy_armour6_pl|兽 人 重 甲
itm_orc_eavy_armour7|兽 人 华 丽 重 甲
itm_orc_eavy_armour7_pl|兽 人 华 丽 重 甲
itm_orc_eavy_armour8|兽 人 重 甲
itm_orc_eavy_armour8_pl|兽 人 重 甲
itm_orc_eavy_armour9|兽 人 重 甲
itm_orc_eavy_armour9_pl|兽 人 重 甲
itm_orc_leather_jacket|兽 人 皮 夹 克 
itm_orc_leather_jacket_pl|兽 人 皮 夹 克 
itm_orcleathergloves|兽 人 皮 手 套 
itm_orcleathergloves_pl|兽 人 皮 手 套 
itm_orcleathergloves2|兽 人 皮 手 套
itm_orcleathergloves2_pl|兽 人 皮 手 套
itm_orcleathergloves3|兽 人 皮 手 套
itm_orcleathergloves3_pl|兽 人 皮 手 套
itm_orcleathergloves4|兽 人 皮 手 套
itm_orcleathergloves4_pl|兽 人 皮 手 套
itm_orcleathergloves5|兽 人 护 手
itm_orcleathergloves5_pl|兽 人 护 手
itm_orcleathergloves6|兽 人 护 手
itm_orcleathergloves6_pl|兽 人 护 手
itm_orcleathergloves7|兽 人 护 手
itm_orcleathergloves7_pl|兽 人 护 手
itm_orcleathergloves8|兽 人 护 手
itm_orcleathergloves8_pl|兽 人 护 手
itm_orcleathergloves9|兽 人 护 手
itm_orcleathergloves9_pl|兽 人 护 手
itm_orcleathergloves10|兽 人 护 手
itm_orcleathergloves10_pl|兽 人 护 手
itm_orcleathergloves11|兽 人 护 手
itm_orcleathergloves11_pl|兽 人 护 手
itm_orcleathergloves12|兽 人 护 手
itm_orcleathergloves12_pl|兽 人 护 手
itm_orcirongloves|兽 人 铁 护 手
itm_orcirongloves_pl|兽 人 铁 护 手
itm_orcirongloves2|兽 人 铁 护 手
itm_orcirongloves2_pl|兽 人 铁 护 手
itm_orcirongloves3|兽 人 铁 护 手
itm_orcirongloves3_pl|兽 人 铁 护 手
itm_orcirongloves4|兽 人 铁 护 手
itm_orcirongloves4_pl|兽 人 铁 护 手
itm_orc_leather_boots|兽 人 皮 靴 
itm_orc_leather_boots_pl|兽 人 皮 靴 
itm_orc_oggy|奥 叽 高 顶 帽 
itm_orc_oggy_pl|奥 叽 高 顶 帽 
itm_orc_sneak|兽 人 伪 装
itm_orc_sneak_pl|兽 人 伪 装
itm_orc_hood|兽 人 帽
itm_orc_hood_pl|兽 人 帽
itm_orc_hood2|兽 人 帽
itm_orc_hood2_pl|兽 人 帽
itm_orc_hood3|兽 人 帽
itm_orc_hood3_pl|兽 人 帽
itm_orc_archerhelmet|兽 人 铁 盔 
itm_orc_archerhelmet_pl|兽 人 铁 盔 
itm_orc_archerhelmet2|兽 人 铁 盔 
itm_orc_archerhelmet2_pl|兽 人 铁 盔 
itm_orc_archerhelmet3|兽 人 铁 盔
itm_orc_archerhelmet3_pl|兽 人 铁 盔
itm_orcboy_helmet|兽 人 铁 盔 
itm_orcboy_helmet_pl|兽 人 铁 盔 
itm_orcboy_helmet2|兽 人 铁 盔
itm_orcboy_helmet2_pl|兽 人 铁 盔
itm_orcboy_helmet3|兽 人 铁 盔
itm_orcboy_helmet3_pl|兽 人 铁 盔
itm_orcvet_helmet|兽 人 铁 盔 
itm_orcvet_helmet_pl|兽 人 铁 盔 
itm_orcvet_helmet2|兽 人 铁 盔
itm_orcvet_helmet2_pl|兽 人 铁 盔
itm_orcvet_helmet3|兽 人 铁 盔
itm_orcvet_helmet3_pl|兽 人 铁 盔
itm_orcvet_helmet4|兽 人 铁 盔
itm_orcvet_helmet4_pl|兽 人 铁 盔
itm_orcvet_helme5|兽 人 铁 盔
itm_orcvet_helme5_pl|兽 人 铁 盔
itm_orcvet_helme5_2|兽 人 铁 盔
itm_orcvet_helme5_2_pl|兽 人 铁 盔
itm_orcvet_helme6|兽 人 铁 盔
itm_orcvet_helme6_pl|兽 人 铁 盔
itm_orcvet_helmet7|兽 人 铁 盔
itm_orcvet_helmet7_pl|兽 人 铁 盔
itm_orcvet_helme8|兽 人 铁 盔
itm_orcvet_helme8_pl|兽 人 铁 盔
itm_orcvet_helmet9|兽 人 战 争 涂 装 盔
itm_orcvet_helmet9_pl|兽 人 战 争 涂 装 盔
itm_orcvet_helme10|兽 人 战 争 涂 装 盔
itm_orcvet_helme10_pl|兽 人 战 争 涂 装 盔
itm_orcvet_helme11|兽 人 战 争 涂 装 盔
itm_orcvet_helme11_pl|兽 人 战 争 涂 装 盔
itm_orcvet_helme12|兽 人 铁 盔
itm_orcvet_helme12_pl|兽 人 铁 盔
itm_orcvet_helmet13|兽 人 战 争 涂 装 盔
itm_orcvet_helmet13_pl|兽 人 战 争 涂 装 盔
itm_orcvet_helme14|兽 人 战 争 涂 装 盔
itm_orcvet_helme14_pl|兽 人 战 争 涂 装 盔
itm_orcvet_helmet15|兽 人 覆 面 盔
itm_orcvet_helmet15_pl|兽 人 覆 面 盔
itm_orcvet_helme16|兽 人 战 争 涂 装 盔
itm_orcvet_helme16_pl|兽 人 战 争 涂 装 盔
itm_orcvet_helme17|兽 人 战 争 涂 装 盔
itm_orcvet_helme17_pl|兽 人 战 争 涂 装 盔
itm_orcvet_helme18|兽 人 战 争 涂 装 盔
itm_orcvet_helme18_pl|兽 人 战 争 涂 装 盔
itm_orcvet_helmet19|兽 人 战 争 涂 装 盔
itm_orcvet_helmet19_pl|兽 人 战 争 涂 装 盔
itm_orcvet_helme20|兽 人 战 争 涂 装 盔
itm_orcvet_helme20_pl|兽 人 战 争 涂 装 盔
itm_orc_heavy_helm|兽 人 覆 面 盔 
itm_orc_heavy_helm_pl|兽 人 覆 面 盔 
itm_orc_heavy_helm2|兽 人 覆 面 盔
itm_orc_heavy_helm2_pl|兽 人 覆 面 盔
itm_orc_heavy_helm3|兽 人 覆 面 盔
itm_orc_heavy_helm3_pl|兽 人 覆 面 盔
itm_orc_heavy_helm4|兽 人 覆 面 盔
itm_orc_heavy_helm4_pl|兽 人 覆 面 盔
itm_orc_heavy_helm5|兽 人 覆 面 盔
itm_orc_heavy_helm5_pl|兽 人 覆 面 盔
itm_orc_heavy_helm6|兽 人 覆 面 盔
itm_orc_heavy_helm6_pl|兽 人 覆 面 盔
itm_orc_heavy_helm7|兽 人 覆 面 盔
itm_orc_heavy_helm7_pl|兽 人 覆 面 盔
itm_orc_heavy_helm8|兽 人 覆 面 盔
itm_orc_heavy_helm8_pl|兽 人 覆 面 盔
itm_orc_heavy_helm9|兽 人 覆 面 盔
itm_orc_heavy_helm9_pl|兽 人 覆 面 盔
itm_orc_boots|兽 人 靴 
itm_orc_boots_pl|兽 人 靴 
itm_orc_stompa|兽 人 靴
itm_orc_stompa_pl|兽 人 靴
itm_orc_stompa1|兽 人 靴
itm_orc_stompa1_pl|兽 人 靴
itm_orc_boots2|兽 人 靴
itm_orc_boots2_pl|兽 人 靴 
itm_orc_stompa2|兽 人 靴
itm_orc_stompa2_pl|兽 人 靴
itm_orc_stompa3|兽 人 靴
itm_orc_stompa3_pl|兽 人 靴
itm_orc_boots3|兽 人 靴
itm_orc_boots3_pl|兽 人 靴
itm_orc_stompa4|兽 人 护 靴
itm_orc_stompa4_pl|兽 人 护 靴
itm_orc_stompa5|兽 人 护 靴
itm_orc_stompa5_pl|兽 人 护 靴
itm_orc_boots4|兽 人 护 靴 
itm_orc_boots4_pl|兽 人 护 靴 
itm_orc_stompa6|兽 人 护 靴
itm_orc_stompa6_pl|兽 人 护 靴
itm_orc_stompa7|兽 人 护 靴
itm_orc_stompa7_pl|兽 人 护 靴
itm_orc_boots5|兽 人 加 固 靴
itm_orc_boots5_pl|兽 人 加 固 靴
itm_orc_stompa8|兽 人 加 固 靴
itm_orc_stompa8_pl|兽 人 加 固 靴
itm_orc_stompa9|兽 人 加 固 靴
itm_orc_stompa9_pl|兽 人 加 固 靴
itm_orc_boots6|兽 人 铁 护 靴
itm_orc_boots6_pl|兽 人 铁 护 靴
itm_orc_stompa10|兽 人 铁 护 靴
itm_orc_stompa10_pl|兽 人 铁 护 靴
itm_orc_stompa11|兽 人 铁 护 靴
itm_orc_stompa11_pl|兽 人 铁 护 靴
itm_orc_boots7|兽 人 加 固 靴
itm_orc_boots7_pl|兽 人 加 固 靴
itm_orc_stompa12|兽 人 加 固 靴
itm_orc_stompa12_pl|兽 人 加 固 靴
itm_orc_stompa13|兽 人 加 固 靴
itm_orc_stompa13_pl|兽 人 加 固 靴
itm_orc_boots8|兽 人 铁 护 靴
itm_orc_boots8_pl|兽 人 铁 护 靴
itm_orc_stompa14|兽 人 铁 护 靴
itm_orc_stompa14_pl|兽 人 铁 护 靴
itm_orc_stompa15|兽 人 铁 护 靴
itm_orc_stompa15_pl|兽 人 铁 护 靴
itm_orc_shaman_helmet|兽 人 萨 满 盔
itm_orc_shaman_helmet_pl|兽 人 萨 满 盔
itm_orc_shaman_champion_helmet|兽 人 萨 满 冠 军 盔 
itm_orc_shaman_champion_helmet_pl|兽 人 萨 满 冠 军 盔 
itm_orc_shaman_lord_helmet|兽 人 萨 满 领 主 盔 
itm_orc_shaman_lord_helmet_pl|兽 人 萨 满 领 主 盔 
itm_orc_warpaint|蛮 荒 兽 人 战 争 涂 装 
itm_orc_warpaint_pl|蛮 荒 兽 人 战 争 涂 装 
itm_orc_warpaint2|蛮 荒 兽 人 战 争 涂 装 
itm_orc_warpaint2_pl|蛮 荒 兽 人 战 争 涂 装 
itm_orc_armourbone|蛮 荒 兽 人 战 争 涂 装 
itm_orc_armourbone_pl|蛮 荒 兽 人 战 争 涂 装 
itm_orc_armourbone2|蛮 荒 兽 人 战 争 涂 装 
itm_orc_armourbone2_pl|蛮 荒 兽 人 战 争 涂 装 
itm_orc_armourbone3|蛮 荒 兽 人 骨 甲
itm_orc_armourbone3_pl|蛮 荒 兽 人 骨 甲
itm_orc_armourbone4|蛮 荒 兽 人 骨 甲
itm_orc_armourbone4_pl|蛮 荒 兽 人 骨 甲
itm_orc_armourbone5|蛮 荒 兽 人 骨 甲
itm_orc_armourbone5_pl|蛮 荒 兽 人 骨 甲
itm_orc_armourbone6|蛮 荒 兽 人 骨 甲
itm_orc_armourbone6_pl|蛮 荒 兽 人 骨 甲
itm_orc_shaman|蛮 荒 兽 人 萨 满 甲 
itm_orc_shaman_pl|蛮 荒 兽 人 萨 满 甲 
itm_orc_shaman2|蛮 荒 兽 人 萨 满 甲 
itm_orc_shaman2_pl|蛮 荒 兽 人 萨 满 甲 
itm_orc_sav_head|蛮 荒 兽 人 骨 盔 
itm_orc_sav_head_pl|蛮 荒 兽 人 骨 盔 
itm_orc_sav_head2|蛮 荒 兽 人 骨 盔 
itm_orc_sav_head2_pl|蛮 荒 兽 人 骨 盔 
itm_orc_sav_head3|蛮 荒 兽 人 骨 盔 
itm_orc_sav_head3_pl|蛮 荒 兽 人 骨 盔 
itm_orc_sav_head4|蛮 荒 兽 人 骨 盔 
itm_orc_sav_head4_pl|蛮 荒 兽 人 骨 盔 
itm_orc_sav_head5|蛮 荒 兽 人 骨 盔
itm_orc_sav_head5_pl|蛮 荒 兽 人 骨 盔
itm_orc_sav_head6|蛮 荒 兽 人 骨 盔
itm_orc_sav_head6_pl|蛮 荒 兽 人 骨 盔
itm_orc_sav_head7|蛮 荒 兽 人 萨 满 盔
itm_orc_sav_head7_pl|蛮 荒 兽 人 萨 满 盔
itm_orc_sav_head8|蛮 荒 兽 人 萨 满 盔
itm_orc_sav_head8_pl|蛮 荒 兽 人 萨 满 盔
itm_orc_chief_head|蛮 荒 兽 人 酋 长 盔
itm_orc_chief_head_pl|蛮 荒 兽 人 酋 长 盔
itm_orc_sav_boots|蛮 荒 兽 人 靴 
itm_orc_sav_boots_pl|蛮 荒 兽 人 靴 
itm_orc_sav_boots2|蛮 荒 兽 人 靴 
itm_orc_sav_boots2_pl|蛮 荒 兽 人 靴 
itm_orc_merc_boots|蛮 荒 兽 人 靴 
itm_orc_merc_boots_pl|蛮 荒 兽 人 靴 
itm_orc_merc_boots2|蛮 荒 兽 人 靴 
itm_orc_merc_boots2_pl|蛮 荒 兽 人 靴 
itm_orc_sav_boots3|蛮 荒 兽 人 骨 靴
itm_orc_sav_boots3_pl|蛮 荒 兽 人 骨 靴
itm_orc_sav_boots4|蛮 荒 兽 人 骨 靴
itm_orc_sav_boots4_pl|蛮 荒 兽 人 骨 靴
itm_orc_sham_boots|蛮 荒 兽 人 金 环 靴
itm_orc_sham_boots_pl|蛮 荒 兽 人 金 环 靴
itm_orc_sham_boots2|蛮 荒 兽 人 金 环 靴
itm_orc_sham_boots2_pl|蛮 荒 兽 人 金 环 靴
itm_orcsavgloves|蛮 荒 兽 人 护 手
itm_orcsavgloves_pl|蛮 荒 兽 人 护 手
itm_orcsavgloves2|蛮 荒 兽 人 护 手
itm_orcsavgloves2_pl|蛮 荒 兽 人 护 手
itm_orcsavgloves3|蛮 荒 兽 人 骨 制 护 手
itm_orcsavgloves3_pl|蛮 荒 兽 人 骨 制 护 手
itm_orcsavgloves4|蛮 荒 兽 人 骨 制 护 手
itm_orcsavgloves4_pl|蛮 荒 兽 人 骨 制 护 手
itm_orcsavgloves5|蛮 荒 兽 人 骨 制 护 手
itm_orcsavgloves5_pl|蛮 荒 兽 人 骨 制 护 手
itm_orcsavgloves6|蛮 荒 兽 人 骨 制 护 手
itm_orcsavgloves6_pl|蛮 荒 兽 人 骨 制 护 手
itm_orcshamgloves|蛮 荒 兽 人 金 环 护 手
itm_orcshamgloves_pl|蛮 荒 兽 人 金 环 护 手
itm_orcshamgloves2|蛮 荒 兽 人 金 环 护 手
itm_orcshamgloves2_pl|蛮 荒 兽 人 金 环 护 手
itm_ogre_head|食 人 魔 头 部 
itm_ogre_head_pl|食 人 魔 头 部 
itm_ogre_head2|食 人 魔 头 部 
itm_ogre_head2_pl|食 人 魔 头 部 
itm_ogre_head3|食 人 魔 头 部 
itm_ogre_head3_pl|食 人 魔 头 部 
itm_ogre_butcher_head|食 人 魔 头 部 
itm_ogre_butcher_head_pl|食 人 魔 头 部 
itm_zombie_ogre_head|僵 尸 食 人 魔 头 
itm_zombie_ogre_head_pl|僵 尸 食 人 魔 头 
itm_zombie_ogre_head2|僵 尸 食 人 魔 头 
itm_zombie_ogre_head2_pl|僵 尸 食 人 魔 头 
itm_ogre_legs|食 人 魔 腿 部 
itm_ogre_legs_pl|食 人 魔 腿 部 
itm_invisible_legs|隐 形 腿 部
itm_invisible_legs_pl|隐 形 腿 部
itm_invisible_body|隐 形 身 体
itm_invisible_body_pl|隐 形 身 体
itm_ogre_hands|食 人 魔 手 部 
itm_ogre_hands_pl|食 人 魔 手 部 
itm_ogre_butcher_hands|食 人 魔 手 部 
itm_ogre_butcher_hands_pl|食 人 魔 手 部 
itm_ogre_gorger_hands|食 人 魔 高 格 尔 手 部 
itm_ogre_gorger_hands_pl|食 人 魔 高 格 尔 手 部 
itm_zombie_ogre_hands|僵 尸 食 人 魔 手 部 
itm_zombie_ogre_hands_pl|僵 尸 食 人 魔 手 部 
itm_ogre_hide_boots|食 人 魔 靴 
itm_ogre_hide_boots_pl|食 人 魔 靴 
itm_ogre_leather_boots|食 人 魔 皮 靴 
itm_ogre_leather_boots_pl|食 人 魔 皮 靴 
itm_ogre_gut|食 人 魔 甲 
itm_ogre_gut_pl|食 人 魔 甲 
itm_ogre_butcher|食 人 魔 屠 夫 甲 
itm_ogre_butcher_pl|食 人 魔 屠 夫 甲 
itm_gorger|食 人 魔 高 格 尔 
itm_gorger_pl|食 人 魔 高 格 尔 
itm_zombie_ogre|僵 尸 食 人 魔 甲 
itm_zombie_ogre_pl|僵 尸 食 人 魔 甲 
itm_zombie_ogre2|僵 尸 食 人 魔 甲 
itm_zombie_ogre2_pl|僵 尸 食 人 魔 甲 
itm_ogre_irongut_armour|铁 胃 甲 
itm_ogre_irongut_armour_pl|铁 胃 甲 
itm_ogre_irongut_armour2|铁 胃 甲 
itm_ogre_irongut_armour2_pl|铁 胃 甲 
itm_ogre_armour|铁 胃 甲 
itm_ogre_armour_pl|铁 胃 甲 
itm_ogre_armour2|铁 胃 甲 
itm_ogre_armour2_pl|铁 胃 甲 
itm_ogre_pirate2|食 人 魔 海 盗 身 体 
itm_ogre_pirate2_pl|食 人 魔 海 盗 身 体 
itm_ogre_pirate|食 人 魔 海 盗 身 体 
itm_ogre_pirate_pl|食 人 魔 海 盗 身 体 
itm_ogre_breast_plate|食 人 魔 胸 甲 
itm_ogre_breast_plate_pl|食 人 魔 胸 甲 
itm_ogre_gutandshirt|食 人 魔 衫 
itm_ogre_gutandshirt_pl|食 人 魔 衫 
itm_ogre_gutandshirt2|食 人 魔 衫 
itm_ogre_gutandshirt2_pl|食 人 魔 衫 
itm_ogre_empire|帝 国 食 人 魔 衫 
itm_ogre_empire_pl|帝 国 食 人 魔 衫 
itm_ogre_empire2|帝 国 食 人 魔 胸 甲 
itm_ogre_empire2_pl|帝 国 食 人 魔 胸 甲 
itm_ogrelix_armour|食 人 魔 装 甲 
itm_ogrelix_armour_pl|食 人 魔 装 甲 
itm_ogre_corsair_head|食 人 魔 海 盗 头 巾
itm_ogre_corsair_head_pl|食 人 魔 海 盗 头 巾
itm_ogre_hat|食 人 魔 帽 
itm_ogre_hat_pl|食 人 魔 帽 
itm_ogre_tricorne|食 人 魔 三 角 帽
itm_ogre_tricorne_pl|食 人 魔 三 角 帽
itm_ogre_bandana|食 人 魔 头 巾 
itm_ogre_bandana_pl|食 人 魔 头 巾 
itm_ogre_bandana2|食 人 魔 头 巾 
itm_ogre_bandana2_pl|食 人 魔 头 巾 
itm_ogre_horn_helmet|食 人 魔 暴 君 盔 
itm_ogre_horn_helmet_pl|食 人 魔 暴 君 盔 
itm_ogre_tyrant_helmet|食 人 魔 暴 君 盔 
itm_ogre_tyrant_helmet_pl|食 人 魔 暴 君 盔 
itm_ogre_helmet|食 人 魔 盔 
itm_ogre_helmet_pl|食 人 魔 盔 
itm_ogre_irongut_helmet|食 人 魔 掠 夺 者 盔
itm_ogre_irongut_helmet_pl|食 人 魔 掠 夺 者 盔
itm_ogre_helmet2|食 人 魔 盔 
itm_ogre_helmet2_pl|食 人 魔 盔 
itm_ogre_helmet5|食 人 魔 华 丽 帽
itm_ogre_helmet5_pl|食 人 魔 华 丽 帽
itm_uggluk_crown|阿 个 陋 王 冠 
itm_uggluk_crown_pl|阿 个 陋 王 冠 
itm_ogre_empire_helmet|帝 国 食 人 魔 盔 
itm_ogre_empire_helmet_pl|帝 国 食 人 魔 盔 
itm_ogre_empire_helmet2|帝 国 食 人 魔 盔 
itm_ogre_empire_helmet2_pl|帝 国 食 人 魔 盔 
itm_ogrelix_helmet|食 人 魔 盔 
itm_ogrelix_helmet_pl|食 人 魔 盔 
itm_river_troll_body|河 巨 魔 身 体 
itm_river_troll_body_pl|河 巨 魔 身 体 
itm_stone_troll_body|石 巨 魔 身 体 
itm_stone_troll_body_pl|石 巨 魔 身 体 
itm_chaos_troll_body|混 沌 巨 魔 身 体 
itm_chaos_troll_body_pl|混 沌 巨 魔 身 体 
itm_nurgle_troll_body|纳 垢 巨 魔 身 体 
itm_nurgle_troll_body_pl|纳 垢 巨 魔 身 体 
itm_river_troll_hands|河 巨 魔 手 部 
itm_river_troll_hands_pl|河 巨 魔 手 部 
itm_slaanesh_daemon_hands|色 孽 恶 魔 手 
itm_slaanesh_daemon_hands_pl|色 孽 恶 魔 手 
itm_stone_troll_hands|石 巨 魔 手 部 
itm_stone_troll_hands_pl|石 巨 魔 手 部 
itm_chaos_troll_claws|混 沌 巨 魔 手 部 
itm_chaos_troll_claws_pl|混 沌 巨 魔 手 部 
itm_nurgle_troll_claws|纳 垢 巨 魔 手 部 
itm_nurgle_troll_claws_pl|纳 垢 巨 魔 手 部 
itm_kroxigor_body|巨 蜥  
itm_kroxigor_body_pl|巨 蜥  
itm_kroxigor_spawnling_body|巨 蜥 
itm_kroxigor_spawnling_body_pl|巨 蜥 
itm_ancient_kroxigor_body|远 古 巨 蜥 
itm_ancient_kroxigor_body_pl|远 古 巨 蜥 
itm_nakai_body|纳 卡 伊 身 体 
itm_nakai_body_pl|纳 卡 伊 身 体 
itm_nakai_hands|纳 卡 伊 手 部 
itm_nakai_hands_pl|纳 卡 伊 手 部 
itm_treekin_body|树 人 身 体 
itm_treekin_body_pl|树 人 身 体 
itm_treekin_hands|树 人 手 部 
itm_treekin_hands_pl|树 人 手 部 
itm_kroxigor_hands|巨 蜥 手 部 
itm_kroxigor_hands_pl|巨 蜥 手 部 
itm_ancient_kroxigor_hands|远 古 巨 蜥 手 部 
itm_ancient_kroxigor_hands_pl|远 古 巨 蜥 手 部 
itm_ratogre_body|鼠 巨 魔 身 体 
itm_ratogre_body_pl|鼠 巨 魔 身 体 
itm_ratogre_tail|鼠 巨 魔 尾 巴 
itm_ratogre_tail_pl|鼠 巨 魔 尾 巴 
itm_ratogre_hulk_body|巨 型 鼠 巨 魔
itm_ratogre_hulk_body_pl|巨 型 鼠 巨 魔
itm_ushabti_body|乌 沙 比 特 
itm_ushabti_body_pl|乌 沙 比 特 
itm_valkia_body|瓦 尔 基 亚 
itm_valkia_body_pl|瓦 尔 基 亚 
itm_ushabti_hands|乌 沙 比 特 手 部 
itm_ushabti_hands_pl|乌 沙 比 特 手 部 
itm_valkia_hands|瓦 尔 基 亚 手 部 
itm_valkia_hands_pl|瓦 尔 基 亚 手 部 
itm_sandwraith_body|沙 漠 幽 灵 身 体 
itm_sandwraith_body_pl|沙 漠 幽 灵 身 体 
itm_sandwraith_hands|沙 漠 幽 灵 手 部 
itm_sandwraith_hands_pl|沙 漠 幽 灵 手 部 
itm_herald_body|恐 虐 王 子 身 体 
itm_herald_body_pl|恐 虐 王 子 身 体 
itm_herald_body_wingless|无 翼 恐 虐 王 子 身 体 
itm_herald_body_wingless_pl|无 翼 恐 虐 王 子 身 体 
itm_belakor_body|比 拉 克 身 体 
itm_belakor_body_pl|比 拉 克 身 体 
itm_herald_nurgle|纳 垢 王 子 身 体 
itm_herald_nurgle_pl|纳 垢 王 子 身 体 
itm_slaanesh_prince|色 孽 王 子 身 体 
itm_slaanesh_prince_pl|色 孽 王 子 身 体 
itm_tzeentch_prince|奸 奇 王 子 身 体 
itm_tzeentch_prince_pl|奸 奇 王 子 身 体 
itm_herald_hands|恐 虐 王 子 手 部 
itm_herald_hands_pl|恐 虐 王 子 手 部 
itm_belakor_hands|比 拉 克 手 部 
itm_belakor_hands_pl|比 拉 克 手 部 
itm_slaanesh_prince_hands|色 孽 王 子 手 部 
itm_slaanesh_prince_hands_pl|色 孽 王 子 手 部 
itm_tzeentch_hands|奸 奇 王 子 手 部 
itm_tzeentch_hands_pl|奸 奇 王 子 手 部 
itm_minotaur|牛 头 怪 
itm_minotaur_pl|牛 头 怪 
itm_minotaur2|牛 头 怪 
itm_minotaur2_pl|牛 头 怪 
itm_minotaur3|牛 头 怪 
itm_minotaur3_pl|牛 头 怪 
itm_minotaur_head|牛 头 怪 头 部 
itm_minotaur_head_pl|牛 头 怪 头 部 
itm_minotaur_head2|牛 头 怪 头 部 
itm_minotaur_head2_pl|牛 头 怪 头 部 
itm_minotaur_head3|牛 头 怪 头 部 
itm_minotaur_head3_pl|牛 头 怪 头 部 
itm_doombull|末 日 蛮 牛 
itm_doombull_pl|末 日 蛮 牛 
itm_kdaai|克 达 熠 破 坏 者 
itm_kdaai_pl|克 达 熠 破 坏 者 
itm_minotaur_hands|牛 头 人 手 部 
itm_minotaur_hands_pl|牛 头 人 手 部 
itm_doombull_hands|末 日 蛮 牛 手 部 
itm_doombull_hands_pl|末 日 蛮 牛 手 部 
itm_kdaai_hands|克 达 熠 手 部 
itm_kdaai_hands_pl|克 达 熠 手 部 
itm_brass_minotaur_head|铜 牛 头 部 
itm_brass_minotaur_head_pl|铜 牛 头 部 
itm_brass_minotaur|铜 牛 身 体 
itm_brass_minotaur_pl|铜 牛 身 体 
itm_brass_minotaur_hands|铜 牛 手 部 
itm_brass_minotaur_hands_pl|铜 牛 手 部 
itm_gorol_king|戈 罗 尔 国 王 
itm_gorol_king_pl|戈 罗 尔 国 王 
itm_gorol_body|戈 罗 尔 身 体 
itm_gorol_body_pl|戈 罗 尔 身 体 
itm_gorol_head|戈 罗 尔 头 部 
itm_gorol_head_pl|戈 罗 尔 头 部 
itm_gorol_king_head|戈 罗 尔 国 王 头 部 
itm_gorol_king_head_pl|戈 罗 尔 国 王 头 部 
itm_gorol_hands|戈 罗 尔 手 部 
itm_gorol_hands_pl|戈 罗 尔 手 部 
itm_gorol_legs|戈 罗 尔 腿 部 
itm_gorol_legs_pl|戈 罗 尔 腿 部 
itm_giants_body|巨 人 
itm_giants_body_pl|巨 人 
itm_chaoswarrior_armor|混 沌 勇 士 甲 
itm_chaoswarrior_armor_pl|混 沌 勇 士 甲 
itm_tzeentchwarrior_armor|奸 奇 铠 甲 
itm_tzeentchwarrior_armor_pl|奸 奇 铠 甲 
itm_slaaneshwarrior_armor|色 孽 铠 甲 
itm_slaaneshwarrior_armor_pl|色 孽 铠 甲 
itm_nurglewarrior_helm|纳 垢 战 士 盔
itm_nurglewarrior_helm_pl|纳 垢 战 士 盔
itm_tzeentchwarrior_helm|奸 奇 战 士 盔
itm_tzeentchwarrior_helm_pl|奸 奇 战 士 盔
itm_slaaneshwarrior_helm|色 孽 战 士 盔
itm_slaaneshwarrior_helm_pl|色 孽 战 士 盔
itm_chaoswarrior_helm|混 沌 勇 士 盔 
itm_chaoswarrior_helm_pl|混 沌 勇 士 盔 
itm_chaoswarrior_gloves|混 沌 加 固 皮 手 套 
itm_chaoswarrior_gloves_pl|混 沌 加 固 皮 手 套 
itm_tzeentchwarrior_gloves|奸 奇 加 强 皮 手 套 
itm_tzeentchwarrior_gloves_pl|奸 奇 加 强 皮 手 套 
itm_slaaneshwarrior_gloves|色 孽 加 强 皮 手 套 
itm_slaaneshwarrior_gloves_pl|色 孽 加 强 皮 手 套 
